sample,feature,original_abundance,counterfactual_abundance,healthy_median_abundance,abs_dist_original_to_healthy,abs_dist_cf_to_healthy,moved_closer_to_healthy
sample_0,unnamed Parvimonas sp. oral taxon 393 [1507],-1.100700442783236,1.2971374,-1.100700442783236,0.0,2.397837842783236,False
sample_0,Peptostreptococcus stomatis [1530],-2.0864613627501076,3.9221444,0.45110736563095144,2.537568728381059,3.471037034369049,False
sample_0,Peptostreptococcus anaerobius [1531],-0.5039908825939771,-0.5039909,-0.5039908825939771,0.0,1.7406022956301115e-08,False
sample_0,[Clostridium] difficile [1532],-0.36794303832371134,-0.36794305,-0.36794303832371134,0.0,1.1676288658168943e-08,False
sample_0,[Clostridium] bartlettii [1533],-4.38473651926351,-4.3847365,-0.14453933693293625,4.240197182330573,4.240197163067063,True
sample_0,Clostridium perfringens [1540],-0.6112717635397817,-0.61127174,-0.6112717635397817,0.0,2.353978179048255e-08,False
sample_0,Clostridium perfringens [1541],-1.1229062166901511,-1.1229062,-1.1229062166901511,0.0,1.669015103900051e-08,False
sample_0,Clostridium botulinum [1542],-0.18613658294303068,-0.18613659,-0.18613658294303068,0.0,7.0569693144673096e-09,False
sample_0,Clostridium butyricum [1543],-0.19970410439782482,-0.19970411,-0.19970410439782482,0.0,5.602175168206713e-09,False
sample_0,unnamed Clostridium sp. 7_2_43FAA [1545],-0.33981628738675757,-0.3398163,-0.33981628738675757,0.0,1.2613242450498774e-08,False
sample_0,Anaerofustis stercorihominis [1557],-0.3631013216084439,-0.36310133,-0.3631013216084439,0.0,8.391556116649213e-09,False
sample_0,Eubacterium saphenum [1563],-0.48611453089033557,-0.48611453,-0.48611453089033557,0.0,8.903355830369719e-10,False
sample_0,Eubacterium siraeum [1564],2.177021952997956,0.3986326,1.0597644628304215,1.1172574901675345,0.6611318628304215,True
sample_0,Ruminococcus champanellensis [1568],-0.931529263428685,-0.9315293,-0.931529263428685,0.0,3.657131497636357e-08,False
sample_0,Ruminococcus bromii [1569],-4.09426958863792,-5.7430963516,0.007254191263190113,4.10152377990111,5.75035054286319,False
sample_0,Anaerotruncus colihominis [1570],1.1274795007726768,4.340604,0.45711066137345435,0.6703688393992224,3.8834933386265456,False
sample_0,Clostridium methylpentosum [1572],-0.8969542140353189,-0.89695424,-0.8969542140353189,0.0,2.596468107185501e-08,False
sample_0,Clostridium leptum [1573],-0.6331423844518026,-1.4336534,-0.2654825894914878,0.3676597949603148,1.1681708105085122,False
sample_0,Faecalibacterium prausnitzii [1574],0.6514255381198965,-2.71048,0.20402308137943642,0.44740245674046003,2.9145030813794364,False
sample_0,Faecalibacterium prausnitzii [1575],-0.5738523326285817,-0.939923704,0.340934752806637,0.9147870854352187,1.280858456806637,False
sample_0,Faecalibacterium prausnitzii [1576],-0.20050733634582996,0.950554788,0.4030732202247006,0.6035805565705306,0.5474815677752994,True
sample_0,Faecalibacterium prausnitzii [1577],1.1287360704155573,-1.512443423,-0.2915377124157452,1.4202737828313026,1.2209057105842547,True
sample_0,Subdoligranulum variabile [1578],-0.9626906417259952,-0.0457647,-0.09225038907905991,0.8704402526469353,0.046485689079059915,True
sample_0,Pseudoflavonifractor capillosus [1579],-1.2683368335723695,0.53063,0.5260469771480096,1.7943838107203791,0.004583022851990415,True
sample_0,unnamed Ruminococcaceae bacterium D16 [1580],-2.2353738685002122,-0.145921,0.18317641201649454,2.418550280516707,0.32909741201649456,True
sample_0,Oscillibacter valericigenes [1581],0.3045711763034607,-1.1198363,0.3831883568861024,0.07861718058264172,1.5030246568861023,False
sample_0,Eubacterium limosum [1582],-1.3637832035767201,-1.3637832,-1.3637832035767201,0.0,3.5767200312619707e-09,False
sample_0,Pseudoramibacter alactolyticus [1584],-0.14989390250653822,-0.14989391,-0.14989390250653822,0.0,7.493461767760223e-09,False
sample_0,Oribacterium sinus [1585],-0.8018280262999764,0.580366,-0.8018280262999764,0.0,1.3821940262999766,False
sample_0,Coprococcus eutactus [1592],-0.9951432683397414,-3.1137254,-1.597450428375509,0.6023071600357677,1.5162749716244908,False
sample_0,unnamed Clostridium sp. L2-50 [1593],5.5649333330411395,-3.4554348,-3.4554348700290487,9.020368203070188,7.002904878206095e-08,True
sample_0,Coprococcus catus [1594],1.2513180299887194,-0.156997,0.8472736674929706,0.4040443624957488,1.0042706674929707,False
sample_0,butyrate-producing bacterium [1595],-0.38250443680971297,-2.451228,-0.3870428109021755,0.004538374092462549,2.0641851890978247,False
sample_0,Anaerostipes caccae [1596],-1.1193393535216696,-1.1193393,-1.1193393535216696,0.0,5.352166954075699e-08,False
sample_0,Eubacterium hallii [1597],-1.6784035954273102,-7.098074,-0.520299592209384,1.1581040032179262,6.577774407790616,False
