feature,median_original,median_cf,median_healthy,frac_moved_closer,median_abs_dist_original,median_abs_dist_cf,median_improvement
Haemophilus parainfluenzae [326],-0.06361177292155248,-1.5599881,0.1094374427298562,0.6,2.214148280203719,1.669425542729856,0.544722737473863
[Ruminococcus] torques [1608],-0.24048208935942905,2.38457322,1.3289979317181977,0.5,1.7206856992622472,1.19591325,0.5247724492622472
Streptococcus downei [1372],-0.26298399455694016,-0.73729527,-0.7372952553552623,0.5,0.47431126079832214,1.4644737644786687e-08,0.4743112461535845
unnamed Ruminococcaceae bacterium D16 [1580],-0.640708942233406,0.46877749999999996,0.18317641201649454,0.7,1.0745806326263523,0.6037135879835054,0.4708670446428469
Streptococcus gallolyticus [1379],-1.231063496202331,-1.6997513,-1.699751230446458,0.3,0.46868773424412685,6.955354203697084e-08,0.4686876646905848
Bacteroides stercoris [1098],-2.5072782185775884,-3.6718779,-1.1459124234609455,0.5,3.1898430967771665,2.78801585,0.40182724677716664
Streptococcus pseudopneumoniae [1401],-0.7257555472926147,-1.088756,-1.0887559882949422,0.5,0.36300044100232753,1.1705057811894903e-08,0.3630004292972697
Faecalibacterium prausnitzii [1575],1.0590224514601503,0.8073389230000001,0.340934752806637,0.6,1.5960926156664055,1.244903356,0.35118925966640546
Faecalibacterium prausnitzii [1577],0.9524633389637616,-0.5375501065,-0.2915377124157452,0.7,1.3467084545087533,1.0261389015,0.32056955300875334
Atopobium rimae [809],-0.6454601200214322,-0.955081,-0.9550809713036502,0.3,0.30962085128221806,2.869634974089763e-08,0.3096208225858683
Faecalibacterium prausnitzii [1574],-0.17856618885498865,0.8378185,0.20402308137943642,0.4,1.299405302250371,1.0027019186205637,0.2967033836298074
Clostridium symbiosum [1600],-2.1028064238425554,0.8439569,0.33160931908816615,0.8,2.434415742930722,2.19659055,0.23782519293072202
Bacteroides xylanisolvens [1093],0.12347440913250116,-0.11183,-0.29565133988556397,0.7,0.7052949432558991,0.50446,0.20083494325589912
Bacteroides caccae [1096],-0.6575456093724048,-0.690022,0.5692473607390796,0.6,2.3299345669355453,2.18759821073908,0.14233635619646545
Lactobacillus delbrueckii [1438],-0.7166433111185718,-1.7072419,-0.8486720127995132,0.8,0.9905985972662164,0.8585698872004869,0.13202871006572947
unnamed Alistipes sp. HGB5 [1053],-1.2054036149214662,-0.0013690499999999967,0.5162552277651478,0.6,1.9456415270241296,1.8284125,0.11722902702412963
Parabacteroides distasonis [1088],0.2041140484756435,0.62592074275,0.5794701537890609,0.5,1.096966712358661,0.984493557460939,0.11247315489772203
Streptococcus anginosus [1393],-0.09159690205727453,-2.458705,-0.4398913333882726,0.8,2.1182147273385086,2.0188136666117273,0.09940106072678123
Bacteroides ovatus [1094],0.9301953824199773,0.2016014904,0.3400708318168299,0.8,1.0957154267537603,0.9972334504,0.09848197635376033
Bacteroides dorei/vulgatus [1104],0.40348036744661964,0.828336656,0.15009096645359365,0.4,0.8593066197441566,0.7609523500464064,0.09835426969775019
Haemophilus haemolyticus [324],-0.8875038744976826,-0.97779924,-0.9777992657973091,0.5,0.09029539129962644,2.579730917773304e-08,0.09029536550231726
Streptococcus sanguinis [1412],-1.569614204210686,-0.2455285,0.07858969621304415,0.9,1.64820390042373,1.55816175,0.0900421504237301
Roseburia hominis [1633],0.5428785456402876,0.4981055,-0.08937338267326764,0.7,1.973067046835578,1.9101968326732677,0.06287021416231031
Subdoligranulum variabile [1578],0.13891159023320757,-0.1158881,-0.09225038907905991,0.6,0.8668519094056799,0.8098547500000002,0.05699715940567973
Clostridium saccharolyticum [1601],-1.3587600489313183,-1.398143,-1.3981430702475908,0.3,0.03938302131627258,7.02475908553879e-08,0.039382951068681726
Streptococcus mitis [1404],-0.04073602622417037,-1.6735113,-0.4873460714537274,0.5,1.2090608794851307,1.1861652285462725,0.02289565093885826
Bacteroides uniformis [1100],-0.04280749335516491,0.837676823,0.39656789521258773,0.7,0.8820058747808257,0.8673835252874122,0.014622349493413456
Eubacterium ventriosum [1629],1.7916356032984633,1.2975021500000001,-0.44450432545503454,0.5,2.5641927236079867,2.5581697254550346,0.0060229981529520416
Eubacterium biforme [1275],-2.64456853141264,-2.6445684,-0.16541523336746705,0.6,2.479153298045173,2.479153166632533,1.3141264032512368e-07
Veillonella dispar [1262],-2.269252105598938,-2.269252,-0.3534965674636454,0.8,1.9157555381352924,1.9157554325363544,1.0559893803829823e-07
unclassified Fusobacterium [1481],-1.2097816702244804,0.56161455,0.9137535271933541,0.6,2.1235351974178345,2.123535127193354,7.02244804529073e-08
Streptococcus peroris [1419],-0.061192673985114854,-1.5335511,-0.39177724598118946,0.7,1.1417738937716488,1.1417738540188105,3.975283835444543e-08
Slackia exigua [820],-1.0681885371090682,-1.0681885,-0.46155839758534306,0.7,0.6066301395237252,0.606630102414657,3.7109068262708433e-08
Collinsella stercoris [812],-0.5774793938953814,-1.1456237,-0.4304982681064698,0.7,0.7151254662966899,0.7151254318935303,3.440315965441698e-08
unnamed Streptococcus sp. M334 [1405],0.008036705823073864,-1.4810685,-0.529395431885569,0.7,0.9516731016816081,0.9516730681144309,3.3567177259996583e-08
